GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
mtnsj,org.bitcoin.crawler,PeerSeedProtos.SignedPeerSeeds.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
mtnsj,site.mtnsj.protocols.payments,PaymentProtocolException.Expired,4,0,0,0,2,0,1,0,1,0
mtnsj,site.mtnsj.protocols.payments,PaymentProtocolException.InvalidPkiData,8,0,0,0,4,0,2,0,2,0
mtnsj,site.mtnsj.protocols.payments,PaymentSession,529,0,58,0,107,0,57,0,28,0
mtnsj,site.mtnsj.protocols.payments,PaymentProtocol,536,0,52,0,125,0,38,0,12,0
mtnsj,site.mtnsj.protocols.payments,PaymentProtocolException.InvalidPkiType,4,0,0,0,2,0,1,0,1,0
mtnsj,site.mtnsj.protocols.payments,PaymentProtocol.Output,12,0,0,0,5,0,1,0,1,0
mtnsj,site.mtnsj.protocols.payments,PaymentProtocolException.InvalidNetwork,4,0,0,0,2,0,1,0,1,0
mtnsj,site.mtnsj.protocols.payments,PaymentProtocol.PkiVerificationData,45,0,0,0,15,0,2,0,2,0
mtnsj,site.mtnsj.protocols.payments,PaymentProtocolException.InvalidPaymentURL,8,0,0,0,4,0,2,0,2,0
mtnsj,site.mtnsj.protocols.payments,PaymentProtocolException.PkiVerificationException,15,0,0,0,7,0,3,0,3,0
mtnsj,site.mtnsj.protocols.payments,PaymentProtocol.Ack,9,0,0,0,4,0,2,0,2,0
mtnsj,site.mtnsj.protocols.payments,PaymentSession.new Callable() {...},38,0,0,0,6,0,2,0,2,0
mtnsj,site.mtnsj.protocols.payments,PaymentSession.new Callable() {...},65,0,0,0,15,0,2,0,2,0
mtnsj,site.mtnsj.protocols.payments,PaymentProtocolException,8,0,0,0,4,0,2,0,2,0
mtnsj,site.mtnsj.protocols.payments,PaymentProtocolException.InvalidOutputs,4,0,0,0,2,0,1,0,1,0
mtnsj,site.mtnsj.protocols.payments,PaymentProtocolException.InvalidPaymentRequestURL,8,0,0,0,4,0,2,0,2,0
mtnsj,site.mtnsj.protocols.payments,PaymentProtocolException.InvalidVersion,4,0,0,0,2,0,1,0,1,0
